 Sample   Time     Commanded Pos   Encoder 1 Pos 
   471    4.170               0            -868;
   472    4.179               0            -779;
   473    4.188               0            -680;
   474    4.197               0            -572;
   475    4.206               0            -458;
   476    4.215               0            -339;
   477    4.223               0            -217;
   478    4.232               0             -94;
   479    4.241               0              28;
   480    4.250               0             148;
   481    4.259               0             265;
   482    4.268               0             376;
   483    4.277               0             482;
   484    4.285               0             580;
   485    4.294               0             669;
   486    4.303               0             748;
   487    4.312               0             817;
   488    4.321               0             874;
   489    4.330               0             919;
   490    4.339               0             950;
   491    4.347               0             966;
   492    4.356               0             968;
   493    4.365               0             956;
   494    4.374               0             932;
   495    4.383               0             896;
   496    4.392               0             849;
   497    4.401               0             791;
   498    4.409               0             724;
   499    4.418               0             649;
   500    4.427               0             568;
   501    4.436               0             481;
   502    4.445               0             389;
   503    4.454               0             295;
   504    4.463               0             198;
   505    4.471               0             101;
   506    4.480               0               4;
   507    4.489               0             -92;
   508    4.498               0            -185;
   509    4.507               0            -275;
   510    4.516               0            -359;
   511    4.524               0            -437;
   512    4.533               0            -507;
   513    4.542               0            -568;
   514    4.551               0            -620;
   515    4.560               0            -660;
   516    4.569               0            -689;
   517    4.578               0            -706;
   518    4.586               0            -711;
   519    4.595               0            -703;
   520    4.604               0            -687;
   521    4.613               0            -660;
   522    4.622               0            -625;
   523    4.631               0            -581;
   524    4.640               0            -530;
   525    4.648               0            -473;
   526    4.657               0            -411;
   527    4.666               0            -344;
   528    4.675               0            -275;
   529    4.684               0            -203;
   530    4.693               0            -130;
   531    4.702               0             -58;
   532    4.710               0              14;
   533    4.719               0              83;
   534    4.728               0             150;
   535    4.737               0             213;
   536    4.746               0             273;
   537    4.755               0             327;
   538    4.764               0             375;
   539    4.772               0             417;
   540    4.781               0             452;
   541    4.790               0             479;
   542    4.799               0             499;
   543    4.808               0             510;
   544    4.817               0             514;
   545    4.826               0             510;
   546    4.834               0             500;
   547    4.843               0             484;
   548    4.852               0             463;
   549    4.861               0             437;
   550    4.870               0             407;
   551    4.879               0             373;
   552    4.888               0             335;
   553    4.896               0             295;
   554    4.905               0             253;
   555    4.914               0             208;
   556    4.923               0             163;
   557    4.932               0             117;
   558    4.941               0              72;
   559    4.949               0              27;
   560    4.958               0             -17;
   561    4.967               0             -59;
   562    4.976               0             -99;
   563    4.985               0            -136;
   564    4.994               0            -171;
   565    5.003               0            -202;
   566    5.011               0            -228;
   567    5.020               0            -251;
   568    5.029               0            -268;
   569    5.038               0            -281;
   570    5.047               0            -289;
   571    5.056               0            -292;
   572    5.065               0            -289;
   573    5.073               0            -283;
   574    5.082               0            -274;
   575    5.091               0            -261;
   576    5.100               0            -247;
   577    5.109               0            -230;
   578    5.118               0            -212;
   579    5.127               0            -193;
   580    5.135               0            -173;
   581    5.144               0            -151;
   582    5.153               0            -130;
   583    5.162               0            -109;
   584    5.171               0             -88;
   585    5.180               0             -67;
   586    5.189               0             -48;
   587    5.197               0             -29;
   588    5.206               0             -12;
   589    5.215               0               3;
   590    5.224               0              17;
   591    5.233               0              29;
   592    5.242               0              38;
   593    5.251               0              45;
   594    5.259               0              49;
   595    5.268               0              50;
   596    5.277               0              50;
   597    5.286               0              48;
   598    5.295               0              45;
   599    5.304               0              41;
   600    5.313               0              36;
   601    5.321               0              31;
   602    5.330               0              26;
   603    5.339               0              21;
   604    5.348               0              16;
   605    5.357               0              12;
   606    5.366               0               9;
   607    5.374               0               7;
   608    5.383               0               6;
   609    5.392               0               6;
   610    5.401               0               6;
   611    5.410               0               7;
   612    5.419               0               8;
   613    5.428               0               8;
   614    5.436               0               9;
   615    5.445               0               9;
   616    5.454               0               9;
   617    5.463               0               9;
   618    5.472               0               9;
   619    5.481               0               9;
   620    5.490               0               9;
   621    5.498               0               8;
   622    5.507               0               8;
   623    5.516               0               8;
   624    5.525               0               9;
   625    5.534               0               9;
   626    5.543               0               9;
   627    5.552               0               9;
   628    5.560               0               8;
   629    5.569               0               9;
   630    5.578               0               8;
   631    5.587               0               8;
   632    5.596               0               9;
   633    5.605               0               8;
   634    5.614               0               9;
   635    5.622               0               9;
   636    5.631               0               8;
   637    5.640               0               9;
   638    5.649               0               8;
   639    5.658               0               9;
   640    5.667               0               8;
   641    5.676               0               8;
   642    5.684               0               8;
   643    5.693               0               8;
   644    5.702               0               9;
   645    5.711               0               9;
   646    5.720               0               8;
   647    5.729               0               9;
   648    5.738               0               8;
   649    5.746               0               9;
   650    5.755               0               8;
   651    5.764               0               8;
   652    5.773               0               9;
   653    5.782               0               8;
   654    5.791               0               9;
   655    5.799               0               9;
   656    5.808               0               9;
   657    5.817               0               9;
   658    5.826               0               8;
   659    5.835               0               9;
   660    5.844               0               9;
   661    5.853               0               8;
   662    5.861               0               9;
   663    5.870               0               8;
   664    5.879               0               9;
   665    5.888               0               9;
   666    5.897               0               9;
   667    5.906               0               9;
   668    5.915               0               8;
   669    5.923               0               8;
   670    5.932               0               8;
   671    5.941               0               8;
   672    5.950               0               9;
   673    5.959               0               9;
   674    5.968               0               9;
   675    5.977               0               9;
   676    5.985               0               9]
